"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Mpzl1",3.18516820953897,9.44296304661066,6.83874866615575,6.68069001619741e-06,0.000213220153320693,4.13431827298056
"Akna",-3.47131353049942,9.6155644507769,-6.83401920464519,6.73301233754073e-06,0.000213890577978619,4.12690925993407
"Zfp385b",4.30444587570952,8.8596420924533,6.82628654364655,6.81948789324921e-06,0.000215634732920797,4.11478812219794
"Gbp8",-4.34872759623259,7.63319480537023,-6.82197814745394,6.86817437788424e-06,0.000216173414750919,4.10803061205678
"Egfl6",6.73258713645705,5.08878081166889,6.81650513678192,6.9305481137316e-06,0.000217135979893517,4.09944234022745
"Cyp2e1",6.62615926267369,9.72709340456712,6.81160275171351,6.98692352019234e-06,0.000217902683300976,4.09174558105141
"Wwtr1",5.18326803981959,8.82892302621192,6.80482283072099,7.06568417245684e-06,0.000219357376808546,4.08109498679244
"Nim1k",4.5391804588007,5.61752908744024,6.79424156532456,7.19047144500678e-06,0.000222221357327585,4.06445870519216
"Ednrb",4.4827439764994,7.77507814127505,6.78563530458244,7.29367218046012e-06,0.000224395409876318,4.0509148845825
"Slc6a4",-3.77340410610911,8.44726084950637,-6.77855570925397,7.37973116427991e-06,0.000226024950009111,4.03976504839703
"Col4a1",5.220375875744,9.04106687385307,6.7739637477719,7.43611988816959e-06,0.000226358681485518,4.03252892089626
"Rin2",5.03530997695226,9.72363086646602,6.77227984335238,7.45691117631649e-06,0.000226358681485518,4.02987456791814
"Rbpms2",-3.49621464807443,9.70999685239538,-6.76824379749401,7.506993246567e-06,0.000226870636610852,4.02351073506104
"Tgfb2",5.0009093468628,9.13448425477666,6.75826920639553,7.63228496912481e-06,0.000229640997088645,4.00777253322751
"Mcm5",-3.41231894489268,10.1313083662544,-6.75551997073956,7.66720272570464e-06,0.000229679800949836,4.00343201221251
