"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Csf1",-3.05196793795146,8.36709711644265,-2.80233136096947,0.0114960497766105,0.180740333804954,-2.68776159910831
"Vcam1",5.99401079630923,6.6873371642124,2.79332717635893,0.0117225155406397,0.182826429979082,-2.70353088862115
"Mrpl23",-3.17528105907993,7.67637702959562,-2.79255290786384,0.0117421877150698,0.182826429979082,-2.70488613552141
"Apod",-4.21161514260716,7.32581129634001,-2.78726534258726,0.0118773793392508,0.183956726588922,-2.71413806113849
"Epn2",-3.12638335200443,8.40817414328355,-2.78526411152005,0.0119289344887014,0.183956726588922,-2.7176382541538
"Mmp14",3.5759904408778,8.18234472407322,2.77982840698372,0.0120700516689912,0.185246554900756,-2.72714132828903
"Serpina3n",-5.0131622674127,9.18917049591543,-2.77743521733437,0.0121326872715919,0.185325360551377,-2.73132336762937
"Mrps34",-3.55909983925849,6.45965191352029,-2.77303610569057,0.0122486354542383,0.186213924853821,-2.73900765860912
"Mgst1",-6.70853312832759,8.21280214037405,-2.76910183750198,0.0123532295648804,0.18692234219535,-2.74587660955017
"Hgsnat",-3.7658703801959,7.63705054829492,-2.766618899033,0.0124196788813805,0.186950827553629,-2.75021000185883
"Elmod3",-3.44113875176726,6.2515553466228,-2.76470537567585,0.0124711225330531,0.186950827553629,-2.75354874284192
"Hsd17b11",-4.7434576688068,7.99305322211603,-2.76143273219085,0.0125595779692731,0.187405184235959,-2.75925713441575
"Xrcc6",-3.27672773320848,5.32383356410258,-2.74989450605389,0.0128762538435894,0.190857507726497,-2.77936512230003
"Ptger4",3.91764059631616,5.70061571843123,2.74870320214251,0.0129093815340913,0.190857507726497,-2.78143964495447
"Adh7",-2.96222055513837,7.93485269453347,-2.74627386398839,0.0129771890276443,0.190983928018711,-2.78566913409708
"Chpt1",-5.42163226909919,3.91489532310674,-2.73443442752991,0.0133125506680883,0.195028867287494,-2.8062636298578
"Myl9",-4.03768987684217,6.46886498289901,-2.72960453029704,0.0134517252678432,0.195591672656353,-2.81465649350247
"Sh3bgrl3",4.49655003246886,7.12417391958065,2.7288931852974,0.0134723398478779,0.195591672656353,-2.81589216335834
"Pak2",2.53084658458689,8.22209123878889,2.72385111228787,0.0136193246407458,0.19635764762283,-2.82464753676503
"Ssr4",3.30605735614045,3.79562144450288,2.7229093432405,0.0136469478955985,0.19635764762283,-2.82628226861788
"Kcnj9",6.25987269897531,7.92225931118735,2.71878633013935,0.0137685116976768,0.197226280896055,-2.83343674486893
"Ndrg1",-4.4093129620331,10.4824286648884,-2.71471395506562,0.0138895963378963,0.198080393792211,-2.84049967706347
"Lama2",-5.65868837719354,8.16007326117027,-2.71101158330486,0.0140005606243987,0.198600033694139,-2.84691770814315
"Bmp6",-3.04621663111048,5.76301105418854,-2.70939509767958,0.0140492732492286,0.198600033694139,-2.84971891753361
"Lrg1",-6.33366464005964,7.22726625209403,-2.69938860990753,0.0143544332993568,0.202027679143349,-2.86704616376177
"Gstz1",-5.8779767704716,7.42317517629946,-2.69655850924116,0.014441880337143,0.202374697072226,-2.87194268220652
"Spag7",-2.9314823326776,6.62001221784274,-2.69435160317739,0.0145104233678368,0.20245495460839,-2.87575971755007
"Fuca1",-4.33690106062441,7.69305454371545,-2.6922772910761,0.014575130727018,0.202481234194738,-2.87934641165222
"Dbp",-5.52828606087204,7.640460028566,-2.68923005732405,0.0146706867231537,0.202934005616843,-2.88461360732306
"Pcsk6",-3.2869883820456,5.9198802350506,-2.67294426294743,0.0151915786223929,0.209241273076805,-2.91272769438726
"Dock5",3.20086885411013,5.53651866944196,2.66978525843433,0.0152946352071309,0.209764294776948,-2.91817394234225
"Lonp2",-3.30728591636213,6.97578128615181,-2.65930829215296,0.0156412073073324,0.213034560138778,-2.93621986507871
"Vti1b",-3.9099245658599,8.52062709092931,-2.65434732505166,0.01580790599515,0.213034560138778,-2.94475575873537
