"","D01.CEL","D02.CEL","D03.CEL","D04.CEL","D11.CEL","D12.CEL","D31.CEL","D32.CEL","D33.CEL","D71.CEL","D72.CEL","D73.CEL","D74.CEL","D121.CELL","D122.CEL","D123.CEL","D181.CEL","D182.CEL","D183.CEL","Symbol"
"102801_at",5.13529633148939,4.78238009179656,5.15002768672645,5.07728693860656,5.17435639883679,5.13619711762811,5.02746989359638,5.26388236857011,5.59206431482464,4.93883164632041,5.22188147934376,5.43941809546485,5.66999041059683,5.00032678145904,5.21714654577992,5.61946133917596,5.4328455539305,5.12011187506849,5.4060441754069,"Bglap3"
"102802_at",5.23119740408605,5.58513515629889,5.39620956819746,5.24182040831009,5.32477407526874,5.38447453833932,5.32847907789632,5.24600738724443,5.45039628345907,5.14367059027467,5.26551231929454,5.30762071635426,4.7896032995264,5.22713265761014,5.38253048838186,5.09805700646844,5.30124555307035,5.15686567018786,5.24178595440159,"Il18"
"102803_at",6.9504963131214,6.46067206480742,6.62147447117707,6.59810452659105,6.8142536015286,6.49537994345547,6.8871835397887,6.82625316257362,6.91297949347063,6.92279573700306,6.82357620481054,6.81293136461011,6.85691420309377,6.4849109664611,6.85724533097778,6.87496685348655,6.82541337867685,6.72566369013747,6.90895625290424,"Lig3"
"102805_at",5.20668336678249,4.63971762321291,5.29495253879199,5.15296597087142,5.02729218105718,4.9495726160887,5.05657527022168,5.13517591918807,5.41629284148282,4.95960921252061,5.09775676539857,5.06997113981655,5.17663694648982,4.44936480775848,4.72491763331223,4.86182461014486,4.9054967651446,5.03131836305264,5.11619993921079,"Ceacam1"
"102807_at",7.56663769673879,7.47661064070903,7.97711979832608,7.85946881924581,7.448557280371,7.5599531138185,7.56343313131175,7.59420064137001,7.96875690644361,7.7228128112765,7.97068272185633,8.03743061048685,8.28696937313707,7.66109190161895,7.94503365199509,7.80159346914229,7.70184545937514,7.76135687823567,7.98176183657127,"Prune1"
"102808_at",4.36083596795743,4.31495807759006,4.19569185541351,4.34179807257,3.97237902014537,4.1493517368343,3.90098204497463,3.85841122782965,4.0287146274762,3.86183507226659,3.96301894313479,4.03463102664595,3.91005876005329,3.98246834622383,3.91645909494893,3.99697456767295,3.93898876977956,3.93227085814975,4.09341889311203,"Scn1b"
"102809_s_at",5.46156981908049,5.46646385036738,5.1822869072467,5.26683573019416,5.0652426773208,5.18111985270234,5.33485780461766,4.67226887405673,5.1500060665912,5.16900939705392,5.04485446184918,5.11669989542415,5.25832779362211,5.06495657988693,4.9412190270963,5.2279652461659,5.06853759354965,5.26051415750077,5.96689656073486,"Lck"
"102811_at",6.30834855196107,6.72519362382307,6.51770128601227,6.55376062541804,6.59141632005516,6.69213051890555,6.77737305906556,6.46573279158203,6.04731608646845,7.30929847806093,7.30436737711022,6.40166918693335,6.73873588052025,7.47069522151339,6.79772498723205,6.58966294409505,7.01975868954472,6.89166354831739,7.06245954093454,"Ext1"
"102812_i_at",8.98418210625325,9.35671127312991,8.62833538162331,8.76848567856996,9.17041061247608,9.60272579642412,9.34989236788582,9.48176200122631,8.93524133045386,9.51174841589576,9.51541565579819,9.0917190127293,8.63738780864857,9.72022004767619,9.64987723974138,9.56695459661081,9.61032231450534,9.43237652225936,9.1874276519479,"Uba5"
"102816_at",3.73264722297529,3.79332023802373,3.66954221439138,3.94970081124682,4.31922020388784,4.63950962792814,5.25652079840381,5.20546915282723,4.06782542658147,4.60931324242014,5.04096740821426,4.16104987396663,4.29710475513196,5.09780510206242,4.18196160273123,3.5618686738576,3.38459864521582,3.4305382395987,3.38715109040781,"Serpina3m"
"102817_at",5.31474647614346,5.21270125315887,5.41495219442343,5.13232517348786,5.44192331625872,5.15689920871441,4.92154597256911,5.15067499629606,5.21043061056759,4.95393967992255,4.91459987220247,4.87306367589135,5.22459424322995,4.66735218976845,4.91825475799635,5.14323366340328,4.79890820262642,5.14305010346771,4.95351403860707,"Zrsr1"
"102819_at",3.57944780389018,3.18496708593508,3.59273040797634,3.55619737097312,3.45258547509253,3.16743519172893,3.17571908458137,3.21545165016582,3.47161831903752,3.42559246327725,3.27112559377115,3.49973056449606,3.71417730356045,3.18297136593544,3.49247638306347,3.56836155428538,3.4020384030696,3.33268819944798,3.52651703414924,"Nap1l2"
"102820_at",5.00264672495788,4.49530692161203,5.13135277051738,4.99820255902964,4.84910043258316,4.45683191629334,4.92799831360557,4.80161089676743,5.00708933914824,4.83332236099474,4.87831800793711,5.07612473106327,5.24712188415019,5.15971854322183,4.80629200039791,5.12044790949793,4.8923638970985,4.9750029045916,4.98415554298282,"Cyp2b13"
"102822_at",3.79246671515703,3.23960189872061,3.52869306031712,3.82669484310659,3.73100255598906,3.30096778722582,3.58588530139044,3.45881101996756,3.38370170442519,3.50731107102315,3.35952109767991,3.41596423385429,3.63832519615531,3.30696468020014,3.28181296611858,3.34097601989901,3.33574880344672,3.37703283494354,3.31204459584975,"Gzmf"
"102823_at",4.72221634361617,4.17243500672837,4.25723577191978,4.41346946418127,4.3574867533595,4.42379743826561,4.75367179091195,4.40189459714007,4.5837273066856,4.41249198865844,4.07778930754216,4.78780869219393,5.228919972878,4.08833073645701,4.40328540932763,4.54691944151685,4.40082761665329,4.88280212537983,4.7425999965599,"Ighg"
"102826_at",5.12488698590621,4.97706795090119,5.43098759510887,5.30820879235209,5.08654290505709,4.92925469763557,5.03438692787717,5.17686082907931,5.12608717783567,4.62785522605187,5.19557304879682,4.86463592792299,5.33488499813988,4.94209826735765,4.93885999323832,5.03509742515697,4.83082610227058,5.00313332433677,5.10643566386075,"Akr1b7"
"102827_at",6.98729878342196,9.30127445025792,7.72429390096424,8.20862629451267,7.20983167836655,8.54149457890234,6.97896496119777,8.21757017769939,8.14868283131455,7.09401243245162,8.54822741445607,8.25490750233539,7.88565230796276,7.72639608037096,8.65852417668061,8.68838761066737,8.33458710987906,8.31373942607405,8.41036910164139,"Nek7"
"102828_at",3.44537659882097,3.14109673791233,3.42495452873826,3.37629574767366,3.45235711339173,3.37405175931148,3.339787573105,3.41186174069915,3.40166576982005,3.38874648516977,3.39434714069468,3.47250955950287,3.58256174024483,3.24195811516297,3.2752190833064,3.63186881686967,3.29339374549689,3.34739048971402,3.28467883813337,"Map2k6"
"102830_at",3.89074445783494,3.53346194765569,3.81962709991557,3.72587593867967,3.649023198567,3.63267140680108,3.73570707598693,3.6459716864427,3.87877713249536,3.54645577382596,3.72451919007819,3.75426008326339,3.91785694978832,3.42930609888088,3.69376389517936,3.79582875662735,3.70163812225275,3.36650217385694,3.9564326454562,"Cd86"
"102833_at",6.36414787090292,6.00931350178517,6.50017743970491,6.38714337433602,6.48901446017165,6.31268926569226,6.4948117315218,6.35750090924847,6.640274861451,6.39316717078517,6.43739699604443,6.41639748880207,6.72776137981355,5.99980797993111,6.61787090610388,6.34284760549416,6.34801841249933,6.24126145283528,6.50797288772887,"Cbx2"
"102836_at",8.49525415102267,8.23286599224754,8.06324086150389,7.98167158935096,8.10345873224682,8.00438877403976,8.12533036681902,7.78597883947707,7.67014281723633,7.7743913037797,7.60384485107182,7.32991066831477,7.62005323327667,7.85581321187259,7.59385742005711,7.35998922396481,7.9435202096521,7.88371826837679,7.73535117304017,"Inpp5k"
"102838_at",4.97598610882573,4.61238255340575,4.80218023582851,4.9452014926043,4.87694755090477,4.7681462967354,5.1410182605694,5.00396193436134,5.13374228516901,5.18236428429695,5.15585750748886,5.35641697514943,5.55942646625973,5.12303063432303,4.79491446075516,5.10100703447039,4.92694627378006,5.10951906147093,5.27223313169136,"Sell"
"102839_at",5.61952702766659,5.35427243217412,5.1696659102576,5.32046108129132,5.63636390134849,5.41404958432095,5.29503672435395,5.39908139253522,5.63808941050417,5.69987744060514,5.67953114937188,5.9058463823774,5.84828402649703,5.46474488010073,5.89039027253697,6.21580271162127,5.58359887205458,5.56653194357788,5.76007226587004,"Plscr1"
"102840_at",5.4229182961722,5.6983400050251,5.57480518602424,5.53846948349982,5.12547097255652,5.63625824641888,5.21297891968565,5.77296389512452,5.81805267302181,5.31290224712254,5.75832424776595,5.99475194192738,5.66951064384251,5.56901942504086,5.78921282287089,5.95997256086062,5.62227205519509,5.59962162477316,5.70792768353266,"Ptpn12"
"102845_at",6.31340469858323,5.58225559305128,6.2302312572705,6.16461188971682,6.10479313855033,5.66594302566534,6.11962675704483,6.03752013198272,6.27411292375833,6.0158512470185,5.86434890481095,6.03094139089301,6.41627356887481,5.55917633930464,5.83595742360467,5.85984877367788,5.82919058721183,5.85336665306438,5.91835146322072,"Pdlim7"
"102846_at",5.25836714437767,4.59597537561998,5.41071456782775,5.18512328999055,5.21080246282123,4.85081868078418,5.42980754753479,5.10684419091077,5.08160731420529,5.30447939415671,5.05754921387304,5.05267079590054,5.24433198609963,4.89375609716311,5.07473011788926,5.11692409419101,5.05143428124692,4.97348976724401,5.05119802736212,"Tssk2"
"102848_f_at",7.17089715107315,7.85370417559972,7.57821833519371,7.81083819927999,7.55649934416975,7.95054231802265,7.45044786850367,7.90103918107069,7.80133149516698,7.73006865925446,8.2236310201163,7.67032673678597,7.59291444077997,8.03537981964095,7.83449610705396,7.42498387699454,7.87627288676725,7.79494877878019,7.98694013413889,"2610524H06Rik"
"102849_at",6.50315675201063,6.58078137842744,6.4031743313211,6.24804080425803,6.47422934312955,6.39649630910045,6.12736719152375,6.31712478869903,6.06447961881531,6.1024862555717,6.105007788569,5.91610487353548,5.68536189193777,6.67038434847331,6.31030371758689,6.00125096258511,6.46785722632027,6.17711528240622,5.89862558262222,"Kcnj8"
"102850_at",6.65037719102179,6.21964055876151,6.30698819866202,6.26581338457652,6.39084546096445,6.21979431348916,6.3956234905816,6.12779950668499,6.13291829219387,6.76660149398343,6.14263390195063,6.14427165411866,5.93643827280457,6.35529334512478,6.23088868764326,6.1589203461613,6.15315076408689,6.34597478585633,6.27255263190379,"Tnk2"
"102851_s_at",5.03006389817234,4.86959548115935,4.59370985314226,5.03494940062588,4.96242662113896,4.92449510331911,6.05297111677184,5.04562385150269,5.0887176925621,5.87587630564481,5.42271037407119,5.00444526807879,5.02975148884978,5.44853513957264,4.96590707605629,4.9709776787416,5.27133345260997,5.46791029772591,5.1884455433232,"Ptpn6"
"102852_at",4.16055128390584,5.04947420607036,4.46866110095719,4.22065255552462,4.46496346175006,4.65785758046328,4.39095522706375,5.05810620328912,4.21205176728838,4.6468710253523,5.30383875896231,4.57873611497863,4.93163570792098,5.13000018444482,4.98399384272003,3.95631332920961,3.8797715127683,4.20896978009162,4.35504429143631,"Cdh2"
"102853_at",3.67412411955837,4.2960871832177,3.85312504714506,3.90179348165018,4.05115379831821,4.22792180660995,3.8645155265616,3.94385320301994,3.95278505141074,3.62252064610689,3.9841216821977,3.98942766055105,3.8800265431664,4.01925088527606,3.89766651377989,4.09591378067113,4.03186619880826,4.05160565260926,3.90338725870182,"Smc3"
"102854_s_at",5.16259499518058,5.809274902304,4.97189995610615,4.89552754666598,5.12990837567743,5.4365775501026,5.61712521689954,5.33594348112449,5.21296772264573,5.74051929260755,5.76751281115527,5.15961094783574,5.2830687062946,5.62794972263938,5.62856997894669,5.23056255134266,5.50975553435095,5.66671283868182,5.68597616951418,"Atp7a"
"102857_at",3.60331385227686,2.75246079720805,3.1376961986687,3.0326776406851,3.15719100950504,3.08097689493592,2.93983231982811,2.88341619182047,3.11181907640512,3.04559827083627,3.13397039083669,3.08953937955249,3.39170462592276,3.01879784600676,3.14586872374,3.06224719465791,3.35444941849716,2.92329758293878,3.06521621882269,"Akap4"
"102858_at",4.24312746445261,4.28582329512908,4.29696362655923,4.40684671368422,3.91942607786256,4.12043206199184,3.78102882890232,4.21167517651815,4.37623136508935,4.23227714959854,4.39011245053743,4.43692748940524,4.58216737902957,4.15984968279568,4.38490839812275,4.32019481108123,4.27877051062868,4.07921276056532,4.57200094740851,"Pkib"
"102859_at",5.03240834198454,5.62246911993793,5.71857205914308,5.50183893775188,5.0669147546813,5.00764007760333,5.06936640032632,5.17986212389617,5.68238392043204,4.57795969574231,5.41133048185257,5.77218795161922,5.69732842566563,4.94957044846008,5.32721920305239,5.27687949148851,5.24188533466388,5.31719309980005,5.39500940541301,"Reep1"
"102860_at",7.49329730650122,6.96995008353696,7.31011058414062,7.44794984396714,7.32098214580168,7.20150229218857,7.5102534088807,7.41245760567298,7.49478399885203,7.5816395774454,7.42616215718969,7.43136649978794,7.7460747541618,7.3253210187257,7.3920986276507,7.37848067428425,7.29741315240257,7.34803709283179,7.48803002449089,"Serpina3g"
"102861_at",6.7756571129306,6.24140149383809,6.50002123815586,6.63875497774609,6.5951107189247,6.26625156082582,6.36246143919021,6.32314368507038,6.40795072846406,6.35032232354575,6.31078454738855,6.25050319422405,6.49013753960144,6.63265815141083,6.23486078029807,6.40350048004469,6.40249815015051,6.40866125190367,6.47359241064153,"Slc22a18"
"102862_at",7.54258337089675,7.58576252584275,7.38186594261793,7.13426227506613,7.55289043079989,7.28136459282208,7.53882376636736,7.21037233447387,7.52937089410323,7.35087282344799,7.28006024974754,7.55481017545089,7.3682877088635,7.48315465316044,7.60254552947164,7.37257397525021,7.57972833795001,7.52453563645608,7.42034296070084,"C2cd2"
"102863_at",6.26039270472243,7.33630014207385,6.24580020313479,6.36741085149875,6.53978366705297,7.08166377219477,6.57267991919339,6.87030871334527,6.70648514031567,6.59350480892661,6.68271289717602,6.89863582482513,6.08134448115177,6.71560337372674,7.01628599449559,6.65352260397963,6.82486138598952,6.79143696782454,6.3730067663711,"Zkscan1"
"102864_at",7.72696589097292,7.2766384189464,7.58956879000406,7.53404949440793,7.71408958844768,6.95100386652002,7.2984044581496,7.04396217931578,7.01424844940372,7.2650154588505,6.95204539843961,6.79456947966582,6.85128761405959,6.95520014016037,6.96002740891446,6.97837397398974,7.00402459929186,7.25810772790356,6.96713868632644,"Hoxa7"
"102865_at",4.60896066348561,4.25955874849208,4.50951633365418,4.53384535668073,4.71613904400871,4.29975345153406,4.29436182399662,4.4995157494299,4.66627115077016,4.40938334643365,4.6122176518129,4.50478082311383,4.63105726700729,4.39066472193466,4.62324504039224,4.70360325014444,4.41712404364602,4.6558038067394,4.77499561584514,"Smad5"
"102866_at",7.19750940217699,6.39059219387334,7.20395648816535,7.25878302195796,7.08222388930082,6.74267791023424,7.05329363398192,7.04589276735148,7.30499294985651,7.22840954484985,7.12947171058561,7.27512642410971,7.56044639820053,6.8744654636076,7.14470458236753,7.1756703888657,6.97533968945174,7.04450017171492,7.28656273667742,"Tead4"
"102869_at",6.36553967741771,6.02939206390907,6.55216541672904,6.50575291419007,6.3260450313864,6.24255094495995,6.42397222130632,6.41885011714725,6.64518484585074,6.04619452642847,6.35848159717584,6.45031460040321,6.76030906268742,6.31418353111669,6.31942334024628,6.63075922608772,6.31753174196827,6.66207371165199,6.5578682764435,"Efna2"
"102871_at",5.62957978112551,5.5573091572692,5.94270113606227,5.81289348557,5.69908888818233,5.60053584055314,5.68515530589441,5.84505091263379,5.55127386891335,5.45871809191256,5.54971365730018,5.61779553470585,5.26240436649838,5.54009756197941,5.51764899829609,5.30528164120683,5.39092779487909,5.42511356047827,5.51232170802254,"Ephb6"
"102872_f_at",3.34416465114041,4.07776603840469,3.5051966413501,3.20024684622304,3.5806663751634,3.86643425053841,3.61704061870909,3.68497343397575,3.69828024128341,3.4198854362988,3.59624414529597,3.91894848175147,3.35285922141026,3.48841527730944,3.67524922294834,3.65257626357894,3.46586088832505,3.64886012334317,3.20339413455056,"Zfp51"
"102873_at",7.30389713018948,6.81472961034967,6.92916507170859,7.15342605452359,7.16294037460541,6.99712877769763,7.32837959748258,6.75612644763177,6.41552456150051,7.39916823876695,6.74040612008238,6.62899234204976,6.46011930145835,6.99851275665777,6.96114257032455,6.96061704495027,7.26195686564227,7.02610865745909,7.19185833867764,"Tap2"
"102874_at",3.20049108486592,2.87042386116568,2.9267396601076,3.24294947742409,3.22317962447597,2.79772100466991,3.15253778270044,2.87273488756304,2.93232558166946,2.8491629352099,3.04529309907622,2.95619458908036,3.16744272770042,2.78349795919774,2.99521584382972,2.94925336628967,2.98361376289637,3.11469292442231,2.98567989981692,"Ptpn11"
"102875_at",5.31450220908886,6.14128457149122,5.55508047124615,5.54113860416088,5.26761359924711,5.75683535117243,5.4634606418564,5.53799484444637,4.87904428334695,4.95533682326634,5.28819719240714,4.76444819392116,4.43344020316984,5.50982027807423,5.11324887213818,4.94797870408086,5.36392716270962,5.24085717036648,4.85741419818228,"Rps6kc1"
"102876_at",4.41129993059341,3.62950338892735,3.88097344267923,3.98443907670845,3.9943244427222,3.74922099069247,4.03967927304136,3.74319635121691,3.87854586226687,3.80302120720369,3.64309626989064,3.87903845669625,3.99952715357904,3.40816446868726,3.92017983905755,3.93947960774079,3.72263863789773,3.91774682057936,3.87383684925776,"Gzmg"
"102877_at",5.44071218775193,4.81784226504017,5.17668979428959,5.15734957510486,5.12053873248407,4.93322510220987,5.24107721299421,4.89663109760485,5.15631931309895,5.12666647974989,5.21416484279107,5.29128168800421,5.43684962211221,4.93225625164928,5.30478197725796,5.13588266517355,5.09530626633897,5.09545571873737,5.37232639938022,"Gzmb"
"102878_at",5.04368596014976,4.67195693491857,5.03630405286256,5.16674412299856,4.77840331781967,5.37333542702222,4.75779560617125,4.94523344907261,4.81666104450401,4.98012218309636,4.81833448782435,4.69172986056356,5.17484256649954,4.73195588688828,4.57803640844151,4.77156545900955,4.74967509068968,4.73115562150367,4.96549667002592,"Rad52"
"102880_at",5.50574586090547,4.94263395534034,5.55815295418143,5.42349676828921,5.32782244310693,5.04647662329381,5.45011110786358,5.13938009400552,5.15014491185608,5.39767218149102,4.93859319398418,5.24691026217763,5.40789528916247,4.92298512984854,5.26147794550265,5.16057449352148,5.1615569190126,5.16537082594155,5.36320562250996,"Bbs9"
"102882_at",2.88586957447411,2.9640814100439,2.94378864880116,2.95152835624359,2.97778800364318,3.12866751218984,3.13395608558671,2.96484263949791,3.00516587044885,3.02290983164303,2.97167961524612,3.04645429222161,2.87421393845166,2.93576799875533,3.35777923726012,2.9157800548568,3.04455183059276,3.13364160264322,2.94944102138317,"Zfp46"
"102883_at",6.14121695238907,6.58228128767888,6.46404300669417,6.55266142843974,6.26242060570246,6.46952265288799,6.26160348436149,6.32816005273856,6.1119463286553,6.19600093899366,6.3949291143984,6.20589888245518,6.27741650388293,6.53820694189462,6.14108778219161,6.18258221466892,6.40736380782003,6.4100981401867,6.19842165068372,"Rpap1"
"102884_at",6.11989087463929,6.03458354654605,6.07352935234832,6.21543001465445,5.95754880559564,6.17193359548002,6.20977782095594,5.94690114613336,5.92993884302215,6.10468392402672,5.86702218348406,6.1093886236405,6.19859903669066,5.95015062507367,5.96873634549506,5.96591181319818,5.93473364040754,6.04607973934633,6.26974815421668,"Inpp5d"
"102885_at",4.0449795910719,4.03934287437708,3.87395364891387,3.86143052462378,4.2854716161455,4.17208967199064,4.36617419755235,3.95396979480001,4.24814453053645,4.2169759856619,4.41450302926863,4.56150491075266,4.18259831074755,4.27516095442363,4.52990235364723,4.24394478750514,4.18590351219384,4.26859093575736,4.10985640286737,"Vamp7"
"102886_at",5.86615297428299,6.3489466286364,6.12947433999162,6.08268422554762,5.64758544637951,6.14398648467706,5.68396688281703,5.94636036389941,5.94241039119515,6.06837628918791,6.50681295612793,6.00717223440678,6.02667848029623,6.26717088626865,6.57334580611334,6.28035242784753,6.19980058009113,6.09149221311609,6.3238962484068,"Gpc4"
"102887_at",3.52131138041326,3.64442963592614,3.5028155293762,3.72192895703004,3.60298074923439,3.60715590867872,3.4644551373183,3.55032146354621,3.73835597747687,3.50353038838521,3.52772778163229,3.7553265316718,3.79422612722407,3.18490181419219,3.67234677780808,3.89841908875943,3.59156780406024,3.46439536742051,3.54140262079462,"Tnfrsf11b"
"102888_s_at",6.66654725115952,5.93001640855554,5.79705417917239,5.88824885030777,6.43356596036764,5.71857890569948,6.68951144308796,6.03431517782064,5.85207534586038,6.4972863354895,6.09348307205953,5.48731556036968,5.64913239161325,5.78598875408862,5.93251938370693,5.85648396205416,5.87091862307938,5.8600501071668,5.8118923924741,"Limk1"
"102890_at",8.1821164418016,8.16774140592787,8.35037645819908,8.26935122394779,8.15446038982028,8.01875527940589,8.20001024759538,8.12548742957967,7.80442396305453,7.94809894864312,8.02332821937336,7.95315686007584,7.85957707893451,8.018723293131,7.88987652475466,7.65887392713494,7.84539648086367,8.04453203807082,7.95611276892976,"Snta1"
"102891_at",5.18817986001072,4.92216270424716,4.92559270019382,5.20967408491756,5.2882897574875,5.06944117328078,5.37081120707444,5.158350412062,5.27643476835463,5.1288501670319,5.20028607137756,5.26294330744218,5.51135301280061,5.00718954161115,5.24026809982773,5.19599160020156,5.29985910982593,5.26775946617557,5.17220155692592,"Wrn"
"102892_at",4.25552905956646,4.03992041117416,4.23759385429967,4.15870511809427,4.11740389842763,4.14770000611045,4.46243019250545,4.33993830231007,4.11153067004404,3.97274146378344,4.07192786015618,4.19926515483038,4.07942337331707,3.97765787816345,3.99126069064723,4.05909619697438,4.17177806787724,4.15109788371469,4.34001504624772,"Kcnab2"
"102893_at",3.75296475474032,3.72261752936524,3.71682533996684,3.7490415959602,3.49866699439151,3.6317959395796,3.49828393323904,3.64676876716302,3.50238254267305,3.59016962024719,3.34005475368053,3.44827027979781,3.46071721763853,3.66083856539752,3.37873334177402,3.46468710590271,3.38783283391972,3.71423036263984,3.66498459188039,"Pou2f1"
"102895_at",6.72928070855923,7.2706568994965,6.6506774139461,6.94318899656268,7.27366020247513,7.08316122393001,7.19817597540868,6.76332103661121,6.33818757288479,7.10697201481554,6.86444297256675,6.42810953003286,6.56007708248835,6.86295305176543,6.72669149116423,6.36204133973061,6.74860550192836,6.99622251348595,7.02003229002987,"Nipbl"
"102896_at",6.64827613929118,6.33669506005494,6.31866723791294,6.08331351351566,6.55862600378688,6.39399958513936,6.49158732218697,6.47339720018419,6.37367899068585,7.18548135960562,6.87179814691409,6.89821699061416,6.47646158578342,6.85362397858637,6.92194903306518,6.61777647278364,6.68743461464095,6.99040911680948,6.70833159892954,"Dok1"
"102898_at",2.92324027871646,2.60521441046078,2.73840231320452,2.7410352712834,2.81170575471339,2.64429564195421,3.0739847797799,2.65878874950809,2.70628185757027,2.98986825397975,2.74378660419951,2.90226540126313,2.73990966555188,2.63186246674589,3.08880232935617,2.7117886369247,2.73558006558951,2.76390883158363,2.85662954914553,"Hgf"
"102899_at",3.67711202891886,3.19883173286199,3.70643878972893,3.71854743269588,3.68599854981524,3.24980271042295,3.54784798236357,3.64804396489129,3.72326372636642,3.62745436556565,3.57986778921024,3.59796886437848,4.04109670321267,3.41888873397891,3.63151170371537,3.67161501825668,3.58827380605279,3.55279960406916,3.73635579998008,"St6galnac3"
"102900_at",4.18683101640673,3.81303947440734,4.06690075677811,4.10128175813526,4.05910751267947,3.85209767187671,4.11909286476789,4.10996032365875,3.94933052231126,4.20395832652804,3.87973599567067,3.84197986060508,4.11326839202857,3.87174068361762,3.85295917707174,3.98213129522747,4.07051902860022,3.97243013888937,4.14088019918316,"Six3"
"102902_at",5.71457476258641,4.81916225432738,5.4216672347837,5.20767859368945,5.36386488287804,5.0295172193888,5.48124014775325,5.19306657314053,5.51511309233655,5.40694815257025,5.26258561906225,5.2467694797075,5.48719909863894,4.89119647221267,5.34381903394234,5.39402398406367,5.28507999986569,5.21793869946943,5.50466499106198,"Lhx3"
"102904_at",3.61303360881663,3.23470323767995,3.51228146011447,3.4404453470141,3.13243813983925,3.1407061284336,3.39785133057323,3.26355402139277,3.41006430693704,3.426846920479,3.37592114269307,3.33486302325023,3.40545725942881,3.2167993948498,3.44949728189238,3.39605279160063,3.60595957708345,3.4891701202364,3.56453549914414,"H2-Ea-ps"
"102905_at",4.96606165561001,5.18311743440918,5.04380695081272,5.19336268609433,5.69122433298041,5.24508816860293,5.79180786863252,5.55806051756487,5.51648032276239,6.05589046600674,5.43353687290813,5.5047131166786,5.41274479782972,6.01775518721022,5.70206192209324,5.45631258064026,5.56179802419324,5.53384078933376,5.56833065938819,"Casp4"
"102907_at",4.53691789929362,6.04520801213805,5.36488207092793,5.40968539182169,5.02312914186755,5.92173634931081,5.0950093165161,5.73048982249195,5.8521974482196,5.34681092520015,6.48208146352498,6.46272607166517,5.71490546951323,5.94012553641298,6.94260819934624,6.39148912737166,6.18930205555135,6.04794481676753,6.08295654195464,"Phldb2"
"102908_at",3.72387713720253,3.24890701693983,3.32160393126775,3.31618203606012,3.54291297133955,3.32285274612451,3.35892587206107,3.37659186438743,3.6170738880894,3.37505945673935,3.43382899185531,3.57930795741282,3.32659578964513,3.07314714397874,3.500722972577,3.4450646909926,3.82333179167105,3.53203640956553,3.39200578614613,"Epb42"
"102910_at",4.41758287678418,4.33399201972317,3.85325842377205,4.03503955799527,4.06226942668006,4.23212997569693,4.01945770035756,4.02279675493584,3.98908386098708,4.01365712673446,4.08739313309343,4.09590582164209,3.74189171476475,3.9614497562792,4.38701720612497,4.47776487719451,4.35580427616622,4.2440340993516,3.98767082439505,"Abcb1a"
"102911_at",5.13628035282632,5.39635242077559,5.56579706810082,5.50517800918483,5.5473442920331,5.29089417673761,5.56548792496591,5.46546445348875,5.62845923010549,5.49050641951852,5.58922526910221,6.02062832674469,5.78356072318139,5.41307048465381,5.67842032032568,5.43026062001439,5.55183071367697,5.47365588899568,5.70288750503748,"Brca2"
"102912_at",5.13090510743158,7.27724075416753,6.10079685080831,6.06809270778909,5.9592615557476,6.77977269411442,5.3014124899512,6.48049099011917,6.48805167673246,4.97473786462766,6.45176801656681,6.63292705346663,5.88391950861871,6.24814618343283,6.58179418420114,6.0845701746977,6.35817260877669,6.06888613628434,6.08514259582317,"Tnks2"
"102915_at",5.7442992037257,5.77155324730085,5.95534646024398,6.01858965219725,5.78022791855193,5.92245733884325,5.79255562038033,6.08391458463562,6.21794973650021,5.81791221850752,6.18966330878104,6.20267691459845,6.16430046562842,5.88882856325688,6.03849572676386,6.03249058976696,5.90643143348104,5.95624686376118,6.3172171262875,"F2rl1"
"102916_s_at",10.7342201700362,10.4123100916603,9.6046975456005,9.93265101854633,10.3068753825544,10.4753801873906,10.1006933312211,10.1849513332603,9.65078642153234,8.82786016275015,8.49187632582239,7.64106853317285,6.95918067276506,9.40934810824322,8.72171986140792,8.86833931315064,9.67374946868811,9.42027314165932,7.85249534586245,"Tnxb"
"102917_at",6.01271788696958,5.46019502526426,5.90277802325603,6.13823607105577,5.95063402436765,5.65633842246667,6.06329375561511,5.9353537178379,6.16070969182313,5.84326482076987,6.02428723465678,5.96418962997059,6.28419778959071,5.61637564590824,5.92260677427453,5.83613332064007,5.92534625521758,5.88767962619684,5.98791704512407,"Ciita"
"102918_at",6.43842850530003,6.15045520406726,6.44686642561953,6.5391664293804,6.94107249256753,6.23641915656476,6.84401175063724,6.42959631109149,6.34103838795769,7.00190132345135,6.51206649029443,6.43709274312588,6.76621034594595,6.72304680317308,6.65613977981595,6.23549164524738,6.36144201331585,6.66562314493006,6.75900001281245,"Muc1"
"102919_at",6.28948668261706,6.15667952201937,6.50174553329609,6.6103654077393,6.3856314900453,6.40921789871383,6.42575128765519,6.2186741920742,6.16749065775726,6.29165699630395,6.01706394655768,6.00991259218778,6.22554645398503,6.13773120899353,5.63804482284413,6.06796833029428,6.00614910639661,6.1511392101592,6.30079022955705,"Mafk"
"102921_s_at",3.46748188598795,3.61914452386322,3.40945381617778,3.27435199222075,3.37966966229967,3.9171453410093,3.44810557181152,3.5600606277192,3.73725959377697,3.52930093938185,3.50308839095353,3.88645859271374,3.25140792367713,3.38963217481918,3.69376808347174,3.62527788526035,3.53085408509623,3.54105719779667,3.30526782323689,"Fas"
